cell,x,y,term,id
1,-97.8120838288251,30.10706218193037,library,1
1,-97.8120838288251,30.10706218193037,community center,2
1,-97.8120838288251,30.10706218193037,city hall,3
1,-97.8120838288251,30.10706218193037,place of worship,4
1,-97.8120838288251,30.10706218193037,park,5
1,-97.8120838288251,30.10706218193037,fountain,6
1,-97.8120838288251,30.10706218193037,square,7
1,-97.8120838288251,30.10706218193037,garden,8
1,-97.8120838288251,30.10706218193037,bookstore,9
1,-97.8120838288251,30.10706218193037,cafe,10
2,-97.7904841949103,30.107391441749527,library,11
2,-97.7904841949103,30.107391441749527,community center,12
2,-97.7904841949103,30.107391441749527,city hall,13
2,-97.7904841949103,30.107391441749527,place of worship,14
2,-97.7904841949103,30.107391441749527,park,15
2,-97.7904841949103,30.107391441749527,fountain,16
2,-97.7904841949103,30.107391441749527,square,17
2,-97.7904841949103,30.107391441749527,garden,18
2,-97.7904841949103,30.107391441749527,bookstore,19
2,-97.7904841949103,30.107391441749527,cafe,20
3,-97.81249684983473,30.12438800548914,library,21
3,-97.81249684983473,30.12438800548914,community center,22
3,-97.81249684983473,30.12438800548914,city hall,23
3,-97.81249684983473,30.12438800548914,place of worship,24
3,-97.81249684983473,30.12438800548914,park,25
3,-97.81249684983473,30.12438800548914,fountain,26
3,-97.81249684983473,30.12438800548914,square,27
3,-97.81249684983473,30.12438800548914,garden,28
3,-97.81249684983473,30.12438800548914,bookstore,29
3,-97.81249684983473,30.12438800548914,cafe,30
4,-97.79089229515864,30.1247173219073,library,31
4,-97.79089229515864,30.1247173219073,community center,32
4,-97.79089229515864,30.1247173219073,city hall,33
4,-97.79089229515864,30.1247173219073,place of worship,34
4,-97.79089229515864,30.1247173219073,park,35
4,-97.79089229515864,30.1247173219073,fountain,36
4,-97.79089229515864,30.1247173219073,square,37
4,-97.79089229515864,30.1247173219073,garden,38
4,-97.79089229515864,30.1247173219073,bookstore,39
4,-97.79089229515864,30.1247173219073,cafe,40
5,-97.76928755442795,30.1250426895187,library,41
5,-97.76928755442795,30.1250426895187,community center,42
5,-97.76928755442795,30.1250426895187,city hall,43
5,-97.76928755442795,30.1250426895187,place of worship,44
5,-97.76928755442795,30.1250426895187,park,45
5,-97.76928755442795,30.1250426895187,fountain,46
