cell,x,y,term,id
1,-112.1030360135271,33.28244264072059,library,1
1,-112.1030360135271,33.28244264072059,community center,2
1,-112.1030360135271,33.28244264072059,city hall,3
1,-112.1030360135271,33.28244264072059,place of worship,4
1,-112.1030360135271,33.28244264072059,park,5
1,-112.1030360135271,33.28244264072059,fountain,6
1,-112.1030360135271,33.28244264072059,square,7
1,-112.1030360135271,33.28244264072059,garden,8
1,-112.1030360135271,33.28244264072059,bookstore,9
1,-112.1030360135271,33.28244264072059,cafe,10
2,-112.08081002302085,33.285343086365074,library,11
2,-112.08081002302085,33.285343086365074,community center,12
2,-112.08081002302085,33.285343086365074,city hall,13
2,-112.08081002302085,33.285343086365074,place of worship,14
2,-112.08081002302085,33.285343086365074,park,15
2,-112.08081002302085,33.285343086365074,fountain,16
2,-112.08081002302085,33.285343086365074,square,17
2,-112.08081002302085,33.285343086365074,garden,18
2,-112.08081002302085,33.285343086365074,bookstore,19
2,-112.08081002302085,33.285343086365074,cafe,20
3,-112.05858224732731,33.288239542332505,library,21
3,-112.05858224732731,33.288239542332505,community center,22
3,-112.05858224732731,33.288239542332505,city hall,23
3,-112.05858224732731,33.288239542332505,place of worship,24
3,-112.05858224732731,33.288239542332505,park,25
3,-112.05858224732731,33.288239542332505,fountain,26
3,-112.05858224732731,33.288239542332505,square,27
3,-112.05858224732731,33.288239542332505,garden,28
3,-112.05858224732731,33.288239542332505,bookstore,29
3,-112.05858224732731,33.288239542332505,cafe,30
4,-112.03635268867579,33.29113200824042,library,31
4,-112.03635268867579,33.29113200824042,community center,32
4,-112.03635268867579,33.29113200824042,city hall,33
4,-112.03635268867579,33.29113200824042,place of worship,34
4,-112.03635268867579,33.29113200824042,park,35
4,-112.03635268867579,33.29113200824042,fountain,36
4,-112.03635268867579,33.29113200824042,square,37
4,-112.03635268867579,33.29113200824042,garden,38
4,-112.03635268867579,33.29113200824042,bookstore,39
4,-112.03635268867579,33.29113200824042,cafe,40
5,-112.01412134929667,33.29402048370687,library,41
5,-112.01412134929667,33.29402048370687,community center,42
5,-112.01412134929667,33.29402048370687,city hall,43
5,-112.01412134929667,33.29402048370687,place of worship,44
5,-112.01412134929667,33.29402048370687,park,45
5,-112.01412134929667,33.29402048370687,fountain,46
5,-112.01412134929667,33.29402048370687,square,47
5,-112.01412134929667,33.29402048370687,garden,48
5,-112.01412134929667,33.29402048370687,bookstore,49
5,-112.01412134929667,33.29402048370687,cafe,50
6,-111.99188823142157,33.29690496835033,library,51
6,-111.99188823142157,33.29690496835033,community center,52
6,-111.99188823142157,33.29690496835033,city hall,53
6,-111.99188823142157,33.29690496835033,place of worship,54
6,-111.99188823142157,33.29690496835033,park,55
6,-111.99188823142157,33.29690496835033,fountain,56
6,-111.99188823142157,33.29690496835033,square,57
6,-111.99188823142157,33.29690496835033,garden,58
6,-111.99188823142157,33.29690496835033,bookstore,59
6,-111.99188823142157,33.29690496835033,cafe,60
7,-111.96965333728312,33.29978546178977,library,61
7,-111.96965333728312,33.29978546178977,community center,62
7,-111.96965333728312,33.29978546178977,city hall,63
7,-111.96965333728312,33.29978546178977,place of worship,64
7,-111.96965333728312,33.29978546178977,park,65
7,-111.96965333728312,33.29978546178977,fountain,66
7,-111.96965333728312,33.29978546178977,square,67
7,-111.96965333728312,33.29978546178977,garden,68
7,-111.96965333728312,33.29978546178977,bookstore,69
7,-111.96965333728312,33.29978546178977,cafe,70
8,-112.15130565118471,33.29355027939737,library,71
8,-112.15130565118471,33.29355027939737,community center,72
8,-112.15130565118471,33.29355027939737,city hall,73
8,-112.15130565118471,33.29355027939737,place of worship,74
8,-112.15130565118471,33.29355027939737,park,75
8,-112.15130565118471,33.29355027939737,fountain,76
8,-112.15130565118471,33.29355027939737,square,77
8,-112.15130565118471,33.29355027939737,garden,78
8,-112.15130565118471,33.29355027939737,bookstore,79
8,-112.15130565118471,33.29355027939737,cafe,80
9,-112.12907818121414,33.2964592566462,library,81
9,-112.12907818121414,33.2964592566462,community center,82
9,-112.12907818121414,33.2964592566462,city hall,83
9,-112.12907818121414,33.2964592566462,place of worship,84
9,-112.12907818121414,33.2964592566462,park,85
9,-112.12907818121414,33.2964592566462,fountain,86
9,-112.12907818121414,33.2964592566462,square,87
9,-112.12907818121414,33.2964592566462,garden,88
9,-112.12907818121414,33.2964592566462,bookstore,89
9,-112.12907818121414,33.2964592566462,cafe,90
10,-112.10684892035438,33.29936424430489,library,91
10,-112.10684892035438,33.29936424430489,community center,92
10,-112.10684892035438,33.29936424430489,city hall,93
10,-112.10684892035438,33.29936424430489,place of worship,94
10,-112.10684892035438,33.29936424430489,park,95
10,-112.10684892035438,33.29936424430489,fountain,96
10,-112.10684892035438,33.29936424430489,square,97
10,-112.10684892035438,33.29936424430489,garden,98
10,-112.10684892035438,33.29936424430489,bookstore,99
10,-112.10684892035438,33.29936424430489,cafe,100
11,-112.08461787083385,33.30226524198981,library,101
11,-112.08461787083385,33.30226524198981,community center,102
11,-112.08461787083385,33.30226524198981,city hall,103
11,-112.08461787083385,33.30226524198981,place of worship,104
11,-112.08461787083385,33.30226524198981,park,105
11,-112.08461787083385,33.30226524198981,fountain,106
11,-112.08461787083385,33.30226524198981,square,107
11,-112.08461787083385,33.30226524198981,garden,108
11,-112.08461787083385,33.30226524198981,bookstore,109
11,-112.08461787083385,33.30226524198981,cafe,110
12,-112.06238503488207,33.30516224931767,library,111
12,-112.06238503488207,33.30516224931767,community center,112
12,-112.06238503488207,33.30516224931767,city hall,113
12,-112.06238503488207,33.30516224931767,place of worship,114
12,-112.06238503488207,33.30516224931767,park,115
12,-112.06238503488207,33.30516224931767,fountain,116
12,-112.06238503488207,33.30516224931767,square,117
12,-112.06238503488207,33.30516224931767,garden,118
12,-112.06238503488207,33.30516224931767,bookstore,119
12,-112.06238503488207,33.30516224931767,cafe,120
13,-112.04015041472974,33.30805526590581,library,121
13,-112.04015041472974,33.30805526590581,community center,122
13,-112.04015041472974,33.30805526590581,city hall,123
13,-112.04015041472974,33.30805526590581,place of worship,124
13,-112.04015041472974,33.30805526590581,park,125
13,-112.04015041472974,33.30805526590581,fountain,126
13,-112.04015041472974,33.30805526590581,square,127
13,-112.04015041472974,33.30805526590581,garden,128
13,-112.04015041472974,33.30805526590581,bookstore,129
13,-112.04015041472974,33.30805526590581,cafe,130
14,-112.01791401260868,33.310944291371825,library,131
14,-112.01791401260868,33.310944291371825,community center,132
14,-112.01791401260868,33.310944291371825,city hall,133
14,-112.01791401260868,33.310944291371825,place of worship,134
14,-112.01791401260868,33.310944291371825,park,135
14,-112.01791401260868,33.310944291371825,fountain,136
14,-112.01791401260868,33.310944291371825,square,137
14,-112.01791401260868,33.310944291371825,garden,138
14,-112.01791401260868,33.310944291371825,bookstore,139
14,-112.01791401260868,33.310944291371825,cafe,140
15,-111.9956758307519,33.31382932533385,library,141
15,-111.9956758307519,33.31382932533385,community center,142
15,-111.9956758307519,33.31382932533385,city hall,143
15,-111.9956758307519,33.31382932533385,place of worship,144
15,-111.9956758307519,33.31382932533385,park,145
15,-111.9956758307519,33.31382932533385,fountain,146
15,-111.9956758307519,33.31382932533385,square,147
15,-111.9956758307519,33.31382932533385,garden,148
15,-111.9956758307519,33.31382932533385,bookstore,149
15,-111.9956758307519,33.31382932533385,cafe,150
16,-111.9734358713935,33.316710367410295,library,151
16,-111.9734358713935,33.316710367410295,community center,152
16,-111.9734358713935,33.316710367410295,city hall,153
16,-111.9734358713935,33.316710367410295,place of worship,154
16,-111.9734358713935,33.316710367410295,park,155
16,-111.9734358713935,33.316710367410295,fountain,156
16,-111.9734358713935,33.316710367410295,square,157
16,-111.9734358713935,33.316710367410295,garden,158
16,-111.9734358713935,33.316710367410295,bookstore,159
16,-111.9734358713935,33.316710367410295,cafe,160
17,-112.15513046541953,33.310469912236506,library,161
17,-112.15513046541953,33.310469912236506,community center,162
17,-112.15513046541953,33.310469912236506,city hall,163
17,-112.15513046541953,33.310469912236506,place of worship,164
17,-112.15513046541953,33.310469912236506,park,165
17,-112.15513046541953,33.310469912236506,fountain,166
17,-112.15513046541953,33.310469912236506,square,167
17,-112.15513046541953,33.310469912236506,garden,168
17,-112.15513046541953,33.310469912236506,bookstore,169
17,-112.15513046541953,33.310469912236506,cafe,170
18,-112.13289793669966,33.313379443321764,library,171
18,-112.13289793669966,33.313379443321764,community center,172
18,-112.13289793669966,33.313379443321764,city hall,173
18,-112.13289793669966,33.313379443321764,place of worship,174
18,-112.13289793669966,33.313379443321764,park,175
18,-112.13289793669966,33.313379443321764,fountain,176
18,-112.13289793669966,33.313379443321764,square,177
18,-112.13289793669966,33.313379443321764,garden,178
18,-112.13289793669966,33.313379443321764,bookstore,179
18,-112.13289793669966,33.313379443321764,cafe,180
19,-112.11066361584265,33.316284984137276,library,181
19,-112.11066361584265,33.316284984137276,community center,182
19,-112.11066361584265,33.316284984137276,city hall,183
19,-112.11066361584265,33.316284984137276,place of worship,184
19,-112.11066361584265,33.316284984137276,park,185
19,-112.11066361584265,33.316284984137276,fountain,186
19,-112.11066361584265,33.316284984137276,square,187
19,-112.11066361584265,33.316284984137276,garden,188
19,-112.11066361584265,33.316284984137276,bookstore,189
19,-112.11066361584265,33.316284984137276,cafe,190
