place_id,name,lat,lng,type,term,categories,business_status,user_ratings_total
ChIJ7Vn76Nd744kRjf4vH5_s-80,Franklin Park Playstead,42.3076159,-71.0939745,Park,park,park; point_of_interest; establishment,OPERATIONAL,42
ChIJ7X3A2Odw44kRCN10_-mnr3M,Sullivan square community garden,42.3831823,-71.0716091,Park,square,park; point_of_interest; establishment,OPERATIONAL,2
ChIJ7xxMj7p544kRXUkEi7sRGng,Beth Israel Deaconess HealthCare-Washington Square Group,42.3387723,-71.1321535,Park,square,doctor; health; point_of_interest; establishment,OPERATIONAL,14
ChIJ7YSIDml544kRwsLeqLJnOzI,Murphy Playground,42.3071417,-71.1143075,Park,park,park; point_of_interest; establishment,OPERATIONAL,8
ChIJ7ytGIOh544kRVJorxOgGdvY,Symphony Church,42.35186600000001,-71.119682,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,11
ChIJ7YXQbUN544kRyZtl7yVe-IU,Tree of Life Bookstore,42.35408,-71.1320885,Social Business,bookstore,book_store; point_of_interest; store; establishment,OPERATIONAL,2
ChIJ7z-UyZlw44kROTUsfV6NCTk,Abraham Pollen Archives and Rare Book Library,42.3627557,-71.0701292,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,0
ChIJ7zix5YB544kReC4NJulIRDs,Anna M. Cole Community Center,42.324527,-71.0996846,Community Space,community center,point_of_interest; establishment,OPERATIONAL,67
ChIJ7ZXiVx1644kRc0GgVmpdHMo,Kenmore Square,42.3489032,-71.0974817,Park,square,tourist_attraction; point_of_interest; establishment,OPERATIONAL,549
ChIJ8_bNGcd744kRw-4aSZVE5Vg,William Miller Memorial Park,42.3412887,-71.03559140000002,Park,park,park; point_of_interest; establishment,OPERATIONAL,0
ChIJ8_TzP3J644kRl-ymkHWuffw,Castle Square,42.3459157,-71.0690664,Park,square,point_of_interest; establishment,OPERATIONAL,11
ChIJ8-oEv1pw44kRe8eGJ8r5-e4,East Boston Branch of the Boston Public Library,42.37783890000001,-71.0282154,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,43
ChIJ82DMenh644kR427EgkieMAU,Community Opportunities Group,42.3519045,-71.05952409999999,Community Space,community center,point_of_interest; establishment,OPERATIONAL,0
ChIJ85pBVgpx44kRqoy3DtWrNIQ,Life Changing Ministry,42.4058225,-71.0522285,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,1
ChIJ86WXFJV544kRj5qhed5SkhE,Second Unitarian Church,42.34232,-71.119321,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ88PHH_Z644kRdcWoyyCvMsU,Joe Moakley Park,42.3256817,-71.0498714,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,924
ChIJ89Lc8ZB544kRjox4MzjR954,Brookline Avenue Playground,42.33459999999999,-71.1127,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,147
ChIJ8aXOigx644kRcP-7sJhCM0s,Copley Square Farmers Market,42.3497749,-71.0765629,Park,square,point_of_interest; establishment,OPERATIONAL,94
ChIJ8dV7mEZ344kRpAyiKFrsrgw,Three Times Church,42.3764973,-71.1136343,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ8Q-f2Eh_44kRVqSv2a-bQHU,Brook Farm Historic Site,42.2909589,-71.17543239999999,Park,park,tourist_attraction; park; point_of_interest; establishment,OPERATIONAL,19
ChIJ8Q4CKgFx44kRaYo5N7f8kJU,Dimension c-137,42.364184,-71.06379799999999,Place of Worship,place of worship,place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ8QMbiidx44kRwu9gFpPQlbI,Bed Bath & Beyond,42.3948719,-71.0823917,Park,fountain,department_store; home_goods_store; point_of_interest; store; establishment,OPERATIONAL,639
ChIJ8StuVMF544kRVZviXt2ImHc,Lawton Playground,42.3495257,-71.1267483,Park,park,park; point_of_interest; establishment,OPERATIONAL,32
ChIJ8T3qALxw44kRjXmsMhMk14Q,Centanni Park,42.3702167,-71.0793508,Park,park,park; point_of_interest; establishment,OPERATIONAL,14
ChIJ8TrvIG5_44kRyo-_n9kjXhw,Brickhouse Cafe,42.2679319,-71.17624459999999,Social Business,cafe,cafe; restaurant; food; point_of_interest; establishment,OPERATIONAL,341
ChIJ8TuM8vJ-44kRpja0lOviEr8,Penticostal Church-The Last Hr,42.2574789,-71.12338319999999,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,10
ChIJ8URfUwxt44kR5YZdjtDcwAk,G.E.A.A. Field,42.4588068,-70.9751127,Park,park,park; point_of_interest; establishment,OPERATIONAL,56
ChIJ8Vcvo7N-44kR2AOGDnok2W8,McDonald's,42.2828621,-71.11358729999999,Social Business,cafe,cafe; restaurant; food; point_of_interest; store; establishment,OPERATIONAL,1292
ChIJ8wq72w9x44kRXPuY48DohI4,Alfred L. Bertulli Park,42.3748911,-71.0394673,Park,park,park; point_of_interest; establishment,OPERATIONAL,0
ChIJ8WVmMhlx44kRXvSQZIPLQ2I,C3 Boston Church | Seaport,42.3523637,-71.04545139999999,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,3
ChIJ8ydol79544kR1LYCqnjBTpI,New England Comics,42.3432725,-71.1233533,Social Business,bookstore,book_store; point_of_interest; store; establishment,OPERATIONAL,97
ChIJ8ZEM2QN844kRpuAXGiX-noM,Mattapan Branch of the Boston Public Library,42.2773364,-71.0929532,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,39
ChIJ8zft0kl444kRVX5xZcUsbf0,Cafe Mirror,42.3488889,-71.15361109999999,Social Business,cafe,cafe; food; point_of_interest; establishment,OPERATIONAL,222
ChIJ8ZKBtEJ_44kRh13YaOq3NEA,Boston City,42.2788899,-71.18033299999999,Community Space,city hall,local_government_office; point_of_interest; establishment,OPERATIONAL,0
ChIJ8ZKBtEJ_44kRoDs8W9TP9sU,City Clerk Department-Archives Division,42.2788899,-71.18033299999999,Community Space,city hall,local_government_office; point_of_interest; establishment,OPERATIONAL,1
ChIJ8zX_Txpt44kRLBKz-XU-ac4,Market Square Shopping Center,42.4624982,-70.964073,Park,square,finance; point_of_interest; store; establishment,OPERATIONAL,11
ChIJ90dWYzp544kRU4qpSvr9niU,Trinity Lutheran Church,42.2988654,-71.1299021,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,10
ChIJ933jLd1w44kR_NtkEYO9aQo,Sullivan Square Parking Lot,42.3841836,-71.0757246,Park,square,parking; point_of_interest; establishment,OPERATIONAL,8
ChIJ95m7hO1744kR5UXNBSsGKXs,Prayerroom pentecostal church Of Faith,42.28949799999999,-71.0769509,Place of Worship,place of worship,place_of_worship; point_of_interest; establishment,OPERATIONAL,1
ChIJ96Ie8tl444kRCGKnbHtXVFk,The Public Library of Brookline -- Putterham Library,42.3024441,-71.15006869999999,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,20
ChIJ97-6_GB444kR_KifLf_XRxU,Bapst/Burns Library,42.3367183,-71.1713553,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,9
ChIJ99J760B444kRVCHmut1cwqY,Community United Methodist Church,42.3492836,-71.1623627,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ9c4i6FN444kRJm1z45qNB6s,Dunkin',42.3357828,-71.1499473,Social Business,cafe,bakery; meal_takeaway; cafe; restaurant; food; point_of_interest; store; establishment,OPERATIONAL,278
ChIJ9dK1zExw44kRTx4gBJEB4Ow,PORT Park,42.3861321,-71.0328839,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,63
ChIJ9dXCZAB744kRSkpsiFiilmw,Savin Hill Park,42.3108127,-71.04891719999999,Park,park,park; point_of_interest; establishment,OPERATIONAL,90
ChIJ9eoavwp644kREpKocGVcTag,French Library,42.3540858,-71.0747987,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,0
ChIJ9fYvhq1x44kR4Q3kTyd1THA,Downtown Chelsea Residential Historic District,42.3898136,-71.0381222,Park,square,point_of_interest; establishment,OPERATIONAL,3
ChIJ9RNfn1h-44kRW63KxcyYLbs,Reservation Road Park,42.2506745,-71.1287287,Park,park,park; point_of_interest; establishment,OPERATIONAL,59
ChIJ9STM3bBx44kRf8H96fPBAG0,Chelsea City Hall,42.3935983,-71.0332882,Community Space,city hall,city_hall; local_government_office; point_of_interest; establishment,OPERATIONAL,81
ChIJ9WBMS2tx44kRKYdKH6Ndyf4,Park L,42.4108023,-71.0687192,Park,park,park; point_of_interest; establishment,OPERATIONAL,37
ChIJ9WEkomV744kR110XXsOwg5I,Dunkin',42.2803259,-71.0345468,Social Business,cafe,bakery; meal_takeaway; cafe; restaurant; food; point_of_interest; store; establishment,OPERATIONAL,361
ChIJ9Wf8t9J-44kRSrt-_RH64qE,Hong Kong 888 Cafe,42.288581,-71.13436899999999,Social Business,cafe,meal_delivery; meal_takeaway; restaurant; food; point_of_interest; establishment,OPERATIONAL,118
ChIJ9Xw0S1l444kR4UY6BXuKzDw,Chestnut Hill Reservation,42.3358396,-71.1539741,Park,park,tourist_attraction; park; point_of_interest; establishment,OPERATIONAL,184
ChIJ9Y4Znkh_44kRbhDb8zRpsR0,Dunkin',42.2578222,-71.123212,Social Business,cafe,bakery; meal_takeaway; cafe; restaurant; food; point_of_interest; store; establishment,OPERATIONAL,51
ChIJ9YCLmch544kRPBosnz8M5-c,All Bright Community Center,42.349573,-71.1336649,Community Space,community center,point_of_interest; establishment,OPERATIONAL,2
ChIJa_TtTINw44kRP7YheWOh2WU,Follett Higher Education Group,42.35697589999999,-71.0613157,Social Business,bookstore,book_store; point_of_interest; store; establishment,OPERATIONAL,0
ChIJa-pIujt844kRDppfw0rprbw,Milton Council On Aging,42.2546757,-71.08139000000001,Community Space,city hall,local_government_office; point_of_interest; establishment,OPERATIONAL,0
ChIJa07EjHZ744kRDhqi8PAGgd8,The Dewitt Center,42.3328176,-71.08479009999999,Community Space,community center,point_of_interest; establishment,OPERATIONAL,54
ChIJA1FnjkRw44kRxJ1v2Mg41vU,Central-Maverick Square / Paris Street,42.3742486,-71.037148,Park,square,neighborhood; political,NA,NA
ChIJa1jjriRx44kR6uKqb-_epQo,Lt Joseph Wehner Park,42.4214987,-71.04333059999999,Park,park,park; point_of_interest; establishment,OPERATIONAL,15
ChIJA1oVRqVw44kRF_gKeTVUVpk,Danny Lewin Park,42.36417280000001,-71.0886149,Park,park,park; point_of_interest; establishment,OPERATIONAL,2
ChIJA2AXEVtw44kRK6kQll9nGzE,Central Square Smiles,42.3756288,-71.0393527,Park,square,dentist; health; point_of_interest; establishment,OPERATIONAL,28
ChIJA2IrCbpw44kR9o3vxQ2LxVI,Cambridge Public Library - O'Connell Branch,42.3704165,-71.084893,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,11
ChIJa2KHgLN344kR-vjuB8GbHo8,WMACHURCH,42.3835406,-71.11003029999999,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJa2Q_-IRw44kRcDFLQzF1oLg,Neighborhood Services,42.3602593,-71.05779849999999,Community Space,city hall,local_government_office; point_of_interest; establishment,OPERATIONAL,0
ChIJA38KJHV644kRGrKgGG7bqPI,The Puppet Free Library,42.3527481,-71.0723667,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,2
ChIJA39AQzNw44kRN_hohbMlKxM,McLean Playground,42.3827383,-71.0192908,Park,park,park; point_of_interest; establishment,OPERATIONAL,16
ChIJA3R22wt744kRe2v6tFaPLNs,Dorchester Shores Reservation,42.29719300000001,-71.0454886,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,62
ChIJa4uTioRw44kRjnwT8UyrkPQ,15 court square,42.3582189,-71.0586446,Park,square,point_of_interest; establishment,OPERATIONAL,4
ChIJa5tN6YFw44kR8iH-n5-FB-Q,Federal Reserve Bank Research Library,42.3526764,-71.0534165,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,2
ChIJa6ExynZ644kRY9QtxkTsfVw,Eliot Norton Park,42.3491416,-71.065955399999993,Park,park,tourist_attraction; park; point_of_interest; establishment,OPERATIONAL,86
ChIJa6jpfIh344kRK1wklBoFwn4,Dunkin',42.3714001,-71.157439,Social Business,cafe,bakery; meal_takeaway; cafe; restaurant; food; point_of_interest; store; establishment,OPERATIONAL,104
ChIJa7DGGHd544kRRHr1vec4Oio,Canary Square,42.319796,-71.11197,Park,square,bar; restaurant; food; point_of_interest; establishment,OPERATIONAL,585
ChIJA8_8VqB744kRrkXtB4uvhrw,Victory Road Park,42.29881169999999,-71.04679630000001,Park,park,park; point_of_interest; establishment,OPERATIONAL,27
ChIJa826I0B444kRCRuWmeCMu3s,Presentation School Foundation Community Center,42.3505249,-71.1693267,Community Space,community center,point_of_interest; establishment,OPERATIONAL,8
ChIJA8faq5Jw44kRUMizyzA65gk,City Square Park,42.3717925,-71.06184809999999,Park,fountain,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,158
ChIJA8faq5Jw44kRUMizyzA65gk,City Square Park,42.3717925,-71.06184809999999,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,158
ChIJA8faq5Jw44kRUMizyzA65gk,City Square Park,42.3717925,-71.06184809999999,Park,square,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,158
ChIJA8PLDwN_44kRU1eDM436KOw,Ohrenberger Community Center,42.2606822,-71.1493129,Community Space,community center,point_of_interest; establishment,OPERATIONAL,21
ChIJA9jQf1hw44kRl5RsQQCw4DM,Charlestown Naval Shipyard Park,42.3742519,-71.0533366,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,40
ChIJaawxo4Vw44kR4lWPjjMkSn4,Death Certificates Registry,42.3602752,-71.0579295,Community Space,city hall,local_government_office; point_of_interest; establishment,OPERATIONAL,0
ChIJaawxo4Vw44kR7XtxTkUh4yc,Boston Human Resources Department,42.3602752,-71.0579295,Community Space,city hall,local_government_office; point_of_interest; establishment,OPERATIONAL,2
ChIJaawxo4Vw44kRb6jkxWCyJ5k,Law Department-Investigating,42.3601998,-71.057951,Community Space,city hall,local_government_office; point_of_interest; establishment,OPERATIONAL,0
ChIJaawxo4Vw44kRIZ6afIOdGt8,Collecting-Delinquent Tax Unit,42.3602752,-71.0579295,Community Space,city hall,accounting; finance; local_government_office; point_of_interest; establishment,OPERATIONAL,0
ChIJaawxo4Vw44kRoO47BG2dZPc,Commn-Persons With Dsabilities,42.3602752,-71.0579295,Community Space,city hall,local_government_office; point_of_interest; establishment,OPERATIONAL,0
ChIJAbl8F9Fx44kRBYaNS_K2FI0,BCYF Martin Pino Community Center,42.3888889,-71.0108333,Community Space,community center,point_of_interest; establishment,OPERATIONAL,58
ChIJacYy4lF644kRe2jehgbEWLs,Edward Everett Square,42.3204337,-71.06204559999999,Park,square,tourist_attraction; point_of_interest; establishment,OPERATIONAL,9
ChIJad6v55J744kRO0iGmDwnRlg,The Great Hall at Codman Square Health Center,42.2899927,-71.07191639999999,Park,square,point_of_interest; establishment,OPERATIONAL,26
ChIJAdJZ_Zl644kRvVloWcQ0MaI,East 1st Dog Park,42.3383458,-71.03134,Park,park,park; point_of_interest; establishment,OPERATIONAL,28
ChIJaeBhK1d344kRma9tUbssEBo,McElroy Park,42.3652075,-71.1065727,Park,park,park; point_of_interest; establishment,OPERATIONAL,10
ChIJaee6Hlt_44kRP-iLMJxG5Gg,Webster Square,42.2582468,-71.1205583,Park,square,park; point_of_interest; establishment,OPERATIONAL,0
ChIJafmt2-J544kRNXDTbBIAlqQ,Hobart Park,42.3554344,-71.16126249999999,Park,park,park; point_of_interest; establishment,OPERATIONAL,0
ChIJaQ6ikvV544kR1e3KnHIkS2w,Landmark Square Apartments,42.3436682,-71.0980144,Park,square,point_of_interest; establishment,OPERATIONAL,53
ChIJAQ8F4Yp544kReQgfa-gBrbY,Horn Book Guide,42.3392103,-71.1001952,Social Business,bookstore,book_store; point_of_interest; store; establishment,OPERATIONAL,0
ChIJAQAAANCc44kR8QgW3134Yms,Roslindale News & Co,42.2958587,-71.0720302,Park,square,point_of_interest; establishment,OPERATIONAL,1
ChIJAQAAANdw44kRs8EYGuz40k0,Assembly Row,42.3935652,-71.0802975,Park,square,shopping_mall; point_of_interest; establishment,OPERATIONAL,8646
ChIJAQAAnNh744kRpG1rVsc-7PQ,Franklin Park - Overlook Ruins,42.30812239999999,-71.0969456,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,45
ChIJAQBQya9x44kRbFeTBmq72DQ,Healthy Chelsea,42.3944944,-71.0390516,Community Space,community center,point_of_interest; establishment,OPERATIONAL,0
ChIJAQDwn71-44kR0TVnvBKj3I4,Greater Faith Worship Center Campus,42.267323,-71.11218099999999,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,14
ChIJARNH7IZw44kRH2Pzx5lMxRk,The Wheelhouse Diner,42.272232,-71.023951,Social Business,cafe,restaurant; food; point_of_interest; establishment,OPERATIONAL,462
ChIJaRqVFpNx44kRNrmNqDdUjJ4,Malone Park,42.4018783,-71.03061280000001,Park,park,park; point_of_interest; establishment,OPERATIONAL,1
ChIJaSaOAt9_44kR_w-cEEqXTFs,Dunkin',42.2585293,-71.16836169999999,Social Business,cafe,bakery; meal_takeaway; cafe; restaurant; food; point_of_interest; store; establishment,OPERATIONAL,5
ChIJaTRIHqp744kR596OHQcdpEE,Billings Creek Salt Marsh Trail,42.2889866,-71.0294447,Park,park,park; point_of_interest; establishment,OPERATIONAL,5
ChIJAUQ5RVF344kRUUDWLrPX6f4,Central Square Eye Care,42.36509299999999,-71.1042867,Park,square,doctor; health; point_of_interest; establishment,OPERATIONAL,22
ChIJAUxASf5744kRi8graGAEgdE,21 Worcester Square,42.3364586,-71.074708,Park,square,lodging; point_of_interest; establishment,OPERATIONAL,0
ChIJaVcmA6xw44kRCBc_Ky4mUOU,300 Technology Square,42.3633122,-71.0915748,Park,square,point_of_interest; establishment,OPERATIONAL,7
ChIJAVqyzct544kRuvzaoh4M4Yg,Commonwealth Park,42.34978940000001,-71.13982539999999,Park,park,park; point_of_interest; establishment,OPERATIONAL,1
ChIJaVwtXPR-44kR654mqRWk2HE,McDonald's,42.2528662,-71.1244583,Social Business,cafe,cafe; restaurant; food; point_of_interest; store; establishment,OPERATIONAL,1051
ChIJawGgPi9544kRAz4DL1lYPLA,Allandale Woods,42.2979749,-71.1385593,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,81
ChIJAwjrRRZw44kRuFm3XMtR2hc,Hudson Booksellers,42.3618543,-71.0194712,Social Business,bookstore,book_store; point_of_interest; store; establishment,OPERATIONAL,3
ChIJAWpnV0Z444kRHtTP1hQRtyY,Rogers Park,42.347648,-71.1594152,Park,park,tourist_attraction; park; point_of_interest; establishment,OPERATIONAL,179
ChIJax50Akh444kRMsi8gRWw5ZY,Oak Square,42.3529759,-71.159705,Park,square,neighborhood; political,NA,NA
ChIJAxI3RqF544kR8dL3VgwEbks,Rifrullo Cafe,42.3296492,-71.126246,Social Business,cafe,cafe; food; point_of_interest; establishment,OPERATIONAL,138
ChIJAxICu0F544kROI2LVyvAYMs,Church,42.3139486,-71.099847,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJaxlytIVw44kRkd-iYpaeyIA,Boston Purchasing Division,42.3602752,-71.0579295,Community Space,city hall,local_government_office; point_of_interest; establishment,OPERATIONAL,0
ChIJaxlytIVw44kRs1f0gc47cdI,City of Boston Labor Relations,42.3602752,-71.0579295,Community Space,city hall,local_government_office; point_of_interest; establishment,OPERATIONAL,1
ChIJaxlytIVw44kRSXXIrMwhxEA,Registry Division,42.3601998,-71.057951,Community Space,city hall,local_government_office; point_of_interest; establishment,OPERATIONAL,2
ChIJAxnQrJJw44kRyHV3Rv96YVM,City of Boston Parking Clerk,42.3605683,-71.05762310000001,Community Space,city hall,local_government_office; point_of_interest; establishment,OPERATIONAL,58
ChIJaxpIL49w44kR5lsnhwh_sW4,Cutillo Park,42.3636644,-71.0563011,Park,park,tourist_attraction; park; point_of_interest; establishment,OPERATIONAL,6
ChIJaxW7FoZx44kR20mImzUinjw,Henri A. Termeer Square,42.3646321,-71.0815385,Park,square,park; point_of_interest; establishment,OPERATIONAL,1
ChIJAyJx-8pv44kRcpX8hXvAjOw,St John's Episcopal Church,42.3750564,-70.9811572,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,9
ChIJAZ7BX7N744kR9FqrHFTo_qc,City Roots-Dorchester,42.314817,-71.0675638,Community Space,city hall,local_government_office; point_of_interest; establishment,OPERATIONAL,0
ChIJAZ7BX7N744kRtKZoENzwO8o,Uphams Corner Branch of the Boston Public Library,42.3147532,-71.06765140000002,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,10
ChIJaZBCF6Nx44kRa3oPEspnpEg,Waterfront Park,42.3529226,-71.0447626,Park,park,park; point_of_interest; establishment,OPERATIONAL,1
ChIJAzkHdoR344kRND5bDDw2Gi4,Intelligentsia Coffee Watertown Coffeebar,42.3744918,-71.15096319999999,Social Business,cafe,cafe; food; point_of_interest; store; establishment,OPERATIONAL,411
ChIJB_h0TYNw44kRveq6HAAJpP8,John Joseph Moakley Law Library,42.356879,-71.0610124,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,1
ChIJB_JscY1744kRB893Wpctql4,Codman Square Community Housing,42.28712729999999,-71.0710709,Park,square,point_of_interest; establishment,OPERATIONAL,2
ChIJb_mSLgN844kR8LnMitC7R5I,Blue Hill Church of Christ,42.2730543,-71.0939801,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,14
ChIJB-cpG9lw44kRJJRUEy-Lcac,CHA Assembly Square Care Center,42.3907389,-71.0816744,Park,square,doctor; health; point_of_interest; establishment,OPERATIONAL,25
ChIJB2-yO05644kRFyPaRWoD93Y,Home Run Cafe,42.3214833,-71.06261669999999,Social Business,cafe,bar; restaurant; food; point_of_interest; establishment,OPERATIONAL,248
ChIJb3UVhqV_44kRyIyp4q8rkho,Motherbrook Arts and Community Center,42.2483773,-71.1570182,Community Space,community center,point_of_interest; establishment,OPERATIONAL,34
ChIJB4_sfJ5544kRHxi7EfeXpSM,Olmsted Park,42.325945,-71.114887,Park,park,tourist_attraction; park; point_of_interest; establishment,OPERATIONAL,552
ChIJB4lHp0V344kRP-DgX91sanU,City Tv-8,42.373945,-71.11071869999999,Community Space,city hall,local_government_office; point_of_interest; establishment,OPERATIONAL,0
ChIJB4lHp0V344kRV58MNYtuQso,Cambridge Public Library,42.3741209,-71.11071660000002,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,200
ChIJb4NMcbx544kRnL5dp3HmYGw,Griggs Park,42.3388614,-71.12659830000001,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,180
ChIJb6FIVJV-44kRcXsdFbPXA7M,Dunkin',42.2670936,-71.11995280000001,Social Business,cafe,bakery; meal_takeaway; cafe; restaurant; food; point_of_interest; store; establishment,OPERATIONAL,328
ChIJB6GKIg5544kR1_N4rCcLq-k,Holy Cross Bookstore,42.31720840000001,-71.12861339999999,Social Business,bookstore,book_store; point_of_interest; store; establishment,OPERATIONAL,11
ChIJb70s5z1644kRmv561o3ssJc,Shawmut Community Church of God,42.335662,-71.08006999999999,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,1
ChIJB7KYayNu44kRx4DepEfOR_M,Fredericks Park,42.3940181,-70.9914582,Park,park,park; point_of_interest; establishment,OPERATIONAL,28
ChIJb7nX2YVw44kRVj44K3hKtbM,Newbury Comics,42.3605635,-71.0544915,Social Business,bookstore,store; book_store; electronics_store; home_goods_store; point_of_interest; establishment,OPERATIONAL,1296
ChIJb8XSHqB744kRfa3XGLbquF4,Peters Park Dog Park,42.34276939999999,-71.0676191,Park,park,park; point_of_interest; establishment,OPERATIONAL,27
ChIJb8XYuVV344kRcoLcVhEuE1A,University Park Commons,42.3614115,-71.1014951,Park,park,park; point_of_interest; establishment,OPERATIONAL,63
ChIJB97yWwB744kRL3RA9ejL8j8,Winthrop Playground,42.317451,-71.07597009999999,Park,park,park; point_of_interest; establishment,OPERATIONAL,1
ChIJb9Hwxf9444kRZmFCVhqBQjw,Little Field Park,42.3275938,-71.1459301,Park,park,park; point_of_interest; establishment,OPERATIONAL,9
ChIJbaaNtUJ344kRXem3pG29vxI,El Jefe's Taqueria - Harvard Square,42.3725915,-71.11975679999999,Park,square,restaurant; food; point_of_interest; establishment,OPERATIONAL,541
ChIJbaAT2DF444kRxFwWmDeTAhY,Starbucks,42.358805,-71.154378,Social Business,cafe,cafe; restaurant; food; point_of_interest; store; establishment,OPERATIONAL,166
ChIJbajWHhxt44kRg3WyVKlLWtA,Lynn Common,42.46312,-70.9596954,Park,park,park; point_of_interest; establishment,OPERATIONAL,359
ChIJBaMRxup744kR8-_tsfDU2Vw,Crite Park,42.3448122,-71.0763269,Park,park,park; point_of_interest; establishment,OPERATIONAL,1
ChIJbaonxNJ-44kR3QgdYXK_OKk,Checkmate Cafe,42.2884556,-71.1349111,Social Business,cafe,cafe; meal_delivery; meal_takeaway; restaurant; food; point_of_interest; establishment,OPERATIONAL,151
ChIJBbJN8Xd544kRFyL7EjZsH5Q,Hyde Square Wine & Liquor Co,42.3222822,-71.109619,Park,square,bar; point_of_interest; establishment,OPERATIONAL,1
ChIJbblSiUN544kRXsmPxea0D6Q,The Dogwood,42.3001633,-71.11317030000001,Social Business,cafe,restaurant; food; point_of_interest; establishment,OPERATIONAL,587
ChIJbbY90HN844kRHPN-XT9gwKY,Lofts At Lower Mills and Baker Square Condominums,42.2710891,-71.0683614,Park,square,point_of_interest; establishment,OPERATIONAL,12
ChIJbbY90HN844kRz0r_SC80mzI,Baker Square Condominiums,42.2714334,-71.0688121,Park,square,point_of_interest; establishment,OPERATIONAL,7
ChIJbcMj5b9744kR-xNW23AvS2g,Greenwood Memorial United Methodist,42.2984191,-71.0726442,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,11
ChIJbcz9bYNw44kRyV5PHbXqx5A,One Post Office Square,42.3569549,-71.0549793,Park,square,point_of_interest; establishment,OPERATIONAL,25
ChIJBdQiDHF544kRSBzT-tpd51Q,JPizle Kitchen,42.31690649999999,-71.113267,Social Business,cafe,restaurant; meal_takeaway; cafe; food; point_of_interest; store; establishment,OPERATIONAL,431
ChIJBefn229644kRLwJZ-3iJRUU,More Than Words Warehouse,42.3433429,-71.0633824,Social Business,bookstore,book_store; point_of_interest; store; establishment,OPERATIONAL,194
ChIJbeVTgl1744kRoDUJlqjeTE4,Joseph W. Koch Field,42.2776266,-71.02544739999999,Park,park,park; point_of_interest; establishment,OPERATIONAL,6
ChIJbewY_Vd544kRcnolTeNYh70,Boston Food Forest Coalition - Food Forest Park at the Boston Nature Center,42.2881445,-71.10306659999999,Park,park,park; point_of_interest; establishment,OPERATIONAL,0
ChIJbQocvFZ344kRE01JkP6htwk,Church of the Nazarene,42.3638929,-71.10432329999999,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJbQYEd6N744kRPvJsWFP6AiM,Franklin Square,42.3388014,-71.0725361,Park,square,park; point_of_interest; establishment,OPERATIONAL,6
ChIJBRjHsZpw44kRnBISt3PbAwc,One Bowdoin Square,42.3617781,-71.062404,Park,square,point_of_interest; establishment,OPERATIONAL,107
ChIJBRVmVYN644kRhaSD66rHs_Y,Marine Industrial Park,42.3442085,-71.0377051,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,33
