place_id,name,lat,lng,type,term,categories,business_status,user_ratings_total
ChIJ____E5F444kRmIjfvqxEjo0,A.T. Cross Company Store,42.32518,-71.15714799999999,Park,fountain,jewelry_store; point_of_interest; store; establishment,OPERATIONAL,0
ChIJ___Pdfl644kRX5_HPmNdbUE,CORCORAN MULLINS JENNISON COMMUNITY BUILDING,42.3190539,-71.0449946,Community Space,community center,point_of_interest; establishment,OPERATIONAL,0
ChIJ___vIrFx44kRnB0VCsThMTU,Bellingham Square Historic District,42.3926934,-71.0332943,Park,square,point_of_interest; establishment,OPERATIONAL,0
ChIJ___vKPN544kRlCLe2drofo8,compassionate librarian,42.3417611,-71.1064572,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,0
ChIJ___vSQBy44kRzriQrp5RV9g,Gospel Tabernacle Assembly Of God,42.4203642,-71.00478489999999,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ__-_B9lw44kRdvlCeTmpUTc,Boston Saptaha,42.3915469,-71.082368399999993,Place of Worship,place of worship,place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ__-phBB644kRHe4I-52hNi4,Christian Science Plaza,42.3441492,-71.0848929,Park,fountain,parking; tourist_attraction; church; place_of_worship; point_of_interest; establishment,OPERATIONAL,199
ChIJ__8_rQx644kRMQad7vbpdO4,Laz parking,42.34968110000001,-71.0736404,Park,park,park; point_of_interest; establishment,OPERATIONAL,1
ChIJ__8T1O9744kRz_zeerwUUlU,Franklin Field Elderly Community Center,42.2901888,-71.082763,Community Space,community center,point_of_interest; establishment,OPERATIONAL,0
ChIJ__9jhZd544kRTE2VcG6C7Q4,Highrock Brookline Church Office,42.3345788,-71.1190239,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ__9TDEB444kRlIzlVZF_B-A,Brighton Worship Cathedral,42.351469,-71.1673404,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ__9zQMp-44kRGxp-ZtQf64w,Pazzo Books,42.2836839,-71.1226865,Social Business,bookstore,book_store; point_of_interest; store; establishment,OPERATIONAL,0
ChIJ__brr25644kRcV9N1E6kQzM,St. Helenas Park,42.340089,-71.066935,Park,park,park; point_of_interest; establishment,OPERATIONAL,3
ChIJ_-NgbUZw44kR1Zk_gm9F_7w,Bremen Street Community Park,42.3751272,-71.0309618,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,538
ChIJ_2PsO3J644kR1-77hCwtMBQ,Castle Square Community Center,42.3461322,-71.0686394,Park,square,school; point_of_interest; establishment,OPERATIONAL,1
ChIJ_35k_tNx44kRriLhEPvlv2k,Cambridge Public Library - Valente Branch,42.37204089999999,-71.09066469999999,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,7
ChIJ_4kgfWVy44kRZR9e9ML-tEc,Anna Parker Playground,42.4498144,-71.0159753,Park,park,park; point_of_interest; establishment,OPERATIONAL,62
ChIJ_5Kdh2Z744kRWpvybZu9I18,Applebee's Grill + Bar,42.2787475,-71.031311,Social Business,cafe,restaurant; bar; food; point_of_interest; establishment,OPERATIONAL,960
ChIJ_5tua5h744kRkLP99wYSiDU,Bynoe Park,42.3294789,-71.07661209999999,Park,park,park; point_of_interest; establishment,OPERATIONAL,0
ChIJ_5ZLTzRw44kRH0rEYVbwrk4,Mendoza Square,42.3803717,-71.0226568,Park,square,park; point_of_interest; establishment,OPERATIONAL,0
ChIJ_6-uhW5544kRAIMqmdKrB2E,Boston Book Company,42.311504,-71.1145563,Social Business,bookstore,book_store; home_goods_store; point_of_interest; store; establishment,OPERATIONAL,7
ChIJ_6VSGIh644kRI--GxPGVvHM,West Square Apartments,42.340929,-71.04969299999999,Park,square,real_estate_agency; point_of_interest; establishment,OPERATIONAL,33
ChIJ_7QOIDB744kROgJR5gmKX2A,Ebenezer House Of Worship,42.32661119999999,-71.060392,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,2
ChIJ_aCwZ1x_44kR_IK5aEADCn8,Millennium Park,42.2818787,-71.18020969999999,Park,park,tourist_attraction; park; point_of_interest; establishment,OPERATIONAL,678
ChIJ_bGAUWt644kR2j_5HYlWXOM,Blackstone Community Center,42.3405219,-71.0730184,Community Space,community center,point_of_interest; establishment,OPERATIONAL,93
ChIJ_c8AV8N544kRMOqspwMBGu0,Mellone Park,42.36040819999999,-71.1287196,Park,park,park; point_of_interest; establishment,OPERATIONAL,0
ChIJ_dgmSw5544kRQEj1HlGq-x8,Archbishop Iakovos Library and Learning Resource Center,42.3170616,-71.1290248,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,1
ChIJ_fz6HpRw44kRc60n7gmu5tw,North Point Park,42.36901599999999,-71.0690224,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,519
ChIJ_Qt69Px544kR9sYP5zl1kw4,Fulmore Park,42.35721729999999,-71.10650869999999,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,35
ChIJ_RhI30V-44kRUJexAFaHAVc,Iglesia De Dios Pentecostal,42.2364079,-71.13084599999999,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ_UXdAQ9t44kRlCIyCmPorpo,Greater Bethlehem Temple,42.4574653,-70.9695034,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,13
ChIJ_Wc5DKt744kRAkfkoOsB9ug,Honeycomb Cafe,42.3115792,-71.053935,Social Business,cafe,cafe; food; point_of_interest; establishment,OPERATIONAL,99
ChIJ_wEAVO1444kRsNm2grkUhlY,The Bagel Table,42.3234893,-71.1663957,Social Business,cafe,bakery; cafe; food; point_of_interest; store; establishment,OPERATIONAL,124
ChIJ_WycZmB344kRXdSXbhRWBog,Harvard Coop,42.365215,-71.1222186,Social Business,bookstore,book_store; point_of_interest; store; establishment,OPERATIONAL,9
ChIJ_x46x_V-44kRT9vl9bO_t0g,Cavan Cafe,42.2505955,-71.125748,Social Business,cafe,bar; restaurant; food; point_of_interest; establishment,OPERATIONAL,92
ChIJ_xxf1Hl644kRq0JShChNG00,Tufts University Health Sciences Bookstore,42.3503864,-71.06142969999999,Social Business,bookstore,book_store; point_of_interest; store; establishment,CLOSED_TEMPORARILY,14
ChIJ_xydyLB_44kR6pxUvVV52-U,Oakdale Pizza & Coffee Shop,42.2406854,-71.15506959999999,Social Business,cafe,meal_delivery; restaurant; food; point_of_interest; establishment,OPERATIONAL,71
ChIJ_y5MsX9544kRKH8QbAcrWg8,City of Boston,42.3192724,-71.0998706,Community Space,city hall,local_government_office; point_of_interest; establishment,OPERATIONAL,0
ChIJ_yTpjkN544kRUPb35E7CcnM,Brassica Kitchen + Cafe,42.300249,-71.113075,Social Business,cafe,cafe; restaurant; food; point_of_interest; establishment,OPERATIONAL,679
ChIJ--vZXiR744kRFdOseyDqnUs,Dulce Bakery & Cafe,42.2852143,-71.0914521,Social Business,cafe,bakery; food; point_of_interest; store; establishment,OPERATIONAL,5
ChIJ--xP4Nt-44kRx2m9zG2Vgo8,Dunkin',42.2752109,-71.1395541,Social Business,cafe,bakery; meal_takeaway; cafe; restaurant; food; point_of_interest; store; establishment,OPERATIONAL,159
ChIJ-0L2b8d744kREY0Vanhiv10,Zawadzkaski Enterprise,42.3513281,-71.06184139999999,Park,garden,point_of_interest; store; establishment,OPERATIONAL,0
ChIJ-1WNGkR344kR55AG1y1CvJw,Frances Loeb Library,42.3757999,-71.1139077,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,1
ChIJ-2pJoUZ744kRUnWui_bo88E,Neponset Trail Parking,42.2839397,-71.0430578,Park,park,park; point_of_interest; establishment,OPERATIONAL,0
ChIJ-4InM3R944kRs9oOxbG-I9Y,Safford Park,42.2632872,-71.0219297,Park,park,park; point_of_interest; establishment,OPERATIONAL,5
ChIJ-71qiKpw44kRs5OlKwNzal0,Mit Science Fiction Soc Library,42.3590408,-71.0947758,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,2
ChIJ-7nQEfh544kRPEaV-Bl0gCk,Ramakrishna Vedanta Society,42.35051869999999,-71.09798380000001,Place of Worship,place of worship,place_of_worship; point_of_interest; establishment,OPERATIONAL,27
ChIJ-8WlCKp744kRY_hQjh0Sfyw,Laviscount Park,42.3166635,-71.08622199999999,Park,park,park; point_of_interest; establishment,OPERATIONAL,0
ChIJ-9DYV35_44kRqZ1D7UA0R8M,Duffie Square,42.2848403,-71.1528041,Park,square,park; point_of_interest; establishment,OPERATIONAL,0
ChIJ-9l4dV1444kRSEEieDOHe9k,Dunkin',42.3400624,-71.1673352,Social Business,cafe,bakery; meal_takeaway; cafe; restaurant; food; point_of_interest; store; establishment,OPERATIONAL,87
ChIJ-9Zf6I5444kRP3n7-zYVbTA,Webster Conservation Area,42.3270068,-71.178271,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,66
ChIJ-aqKBZB344kRuhIZAGT-F9A,Central Square Dental,42.3655732,-71.1061489,Park,square,dentist; health; point_of_interest; establishment,OPERATIONAL,59
ChIJ-fogI8l544kRIfbrDvMwpww,Ringer Park,42.3504807,-71.1374348,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,153
ChIJ-QZz1aJ544kRH_wpUqIn6LU,Church of Christ In Brookline,42.3347868,-71.12426479999999,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,3
ChIJ-RWDiWZ744kRx1Il-MmDFPg,Panera Bread,42.2781885,-71.0307632,Social Business,cafe,cafe; bakery; meal_takeaway; restaurant; food; point_of_interest; store; establishment,OPERATIONAL,688
ChIJ-RWv7UJ344kRkFEkZyscS5k,Robin Bledsoe: Horse & Art Books,42.3811692,-71.1201578,Social Business,bookstore,book_store; point_of_interest; store; establishment,OPERATIONAL,5
ChIJ-VmX4Axx44kR9_JVb0FcYwM,Iglesia Morada Del Altisimo,42.4081167,-71.0584326,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ-wsR639w44kR9hGgccJwbUE,Church of the Larger Fellowship,42.3516328,-71.04841739999999,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ-Zi0evl744kROEamEp4xKCU,Temple Salem Seventh-day Adventist Church,42.28566740000001,-71.0891559,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,34
ChIJ0_hQYW5_44kRq9T0VFmw5fY,Calvary Baptist Church,42.269711,-71.17569,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,7
ChIJ00r2Naht44kRnr7v703vtwk,Walmart,42.4487941,-70.9608099,Park,fountain,department_store; hardware_store; grocery_or_supermarket; electronics_store; furniture_store; home_goods_store; food; point_of_interest; clothing_store; store; establishment,OPERATIONAL,4299
ChIJ00VXuhh644kRDeAeSumTqjs,Northeastern University Law Library,42.3392105,-71.0909119,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,0
ChIJ04n6DWx544kRD9z7yYru7Ps,Unitarian Church in Jamaica Plain,42.310008,-71.11553769999999,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ07P8sH5w44kRHdgp-xTr6zc,Seaport Square,42.3539311,-71.04441059999999,Park,square,town_square,NA,NA
ChIJ08REdV1444kR2NIih49hLqE,Flat Breads Cafe,42.3400627,-71.16725869999999,Social Business,cafe,restaurant; food; point_of_interest; establishment,OPERATIONAL,48
ChIJ09A5bAx644kRWzxlbZ7Kn3A,SoundTreks,42.3502282,-71.0780253,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ09zF5x1644kRN5cexs-_bUo,Fenway Community Center,42.344312,-71.0975423,Community Space,community center,point_of_interest; establishment,OPERATIONAL,18
ChIJ0a7v0hV644kRTJinJld-Hkk,Ebenezer Baptist Church,42.3391667,-71.0786111,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,13
ChIJ0as4tpB744kR9Qmf4JddnD4,Zia Gianna - Italian Bakery & Caffè,42.290943,-71.06306500000001,Social Business,cafe,meal_takeaway; cafe; restaurant; food; point_of_interest; store; establishment,OPERATIONAL,193
ChIJ0bzIE_t744kRaXPCWjjROF8,Church of God Valley of Blessings,42.28966399999999,-71.08940059999999,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,13
ChIJ0exjg9xw44kR0cgVuWZ13_w,Square Beverage Co Inc,42.3869734,-71.0819238,Park,square,liquor_store; point_of_interest; store; establishment,OPERATIONAL,0
ChIJ0flQrEJw44kR9Fbr-19M160,Church @ The Well,42.368223,-71.03767119999999,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,7
ChIJ0QE1azF444kRKOoiwS2CSHE,Faneuil Gardens,42.3560188,-71.15225939999999,Community Space,community center,point_of_interest; establishment,CLOSED_TEMPORARILY,10
ChIJ0RdN8FZx44kR0flxHms2BOM,https://www.eglisecentredadoration.org,42.4051383,-71.0509101,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ0SckFvx544kR9w0ElJTH29I,Fort Washington Park,42.3564506,-71.1041876,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,45
ChIJ0Tz_MYpw44kRZIZVItV2ff0,Boston Harbor Community Church,42.3659642,-71.0525213,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,7
ChIJ0VjiTT9844kR_TimyzA57x0,Milton Academy Bookstore,42.2565929,-71.069979,Social Business,bookstore,book_store; point_of_interest; store; establishment,CLOSED_TEMPORARILY,8
ChIJ0VjiTT9844kRAi_AkyRDRjs,Cox Library,42.2560751,-71.0705298,Community Space,library,library; point_of_interest; establishment,CLOSED_TEMPORARILY,2
ChIJ0WG99nd544kRnkpCSzyJGuw,The VU,42.3124674,-71.1018095,Social Business,cafe,cafe; electronics_store; home_goods_store; food; point_of_interest; store; establishment,OPERATIONAL,86
ChIJ0WNZo9ZnXEARJCmWkphPZf4,The Universal Church,42.40777610000001,-71.055255,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,26
ChIJ0xBPAmx544kR5AhgFF0XVqQ,Espresso Yourself,42.31013,-71.1153277,Social Business,cafe,cafe; food; point_of_interest; store; establishment,OPERATIONAL,154
ChIJ0xFocoJ544kRVZj3u6q28YQ,Codman Square Market,42.3228162,-71.1049411,Park,square,grocery_or_supermarket; food; point_of_interest; store; establishment,OPERATIONAL,1
ChIJ0XzqcQ1644kR4qBH0rsFeP4,TENT CITY COMMUNITY ROOM,42.346646,-71.07585639999999,Community Space,community center,point_of_interest; establishment,OPERATIONAL,0
ChIJ0YJmk4Rw44kRz4BSTcjFvzw,St. Francis Chapel Gift Shop and Bookstore,42.3485224,-71.0822467,Social Business,bookstore,book_store; point_of_interest; store; establishment,OPERATIONAL,6
ChIJ0YLi6H1544kR5Wmc2jZNyTY,Bluebikes Station: Egleston Square,42.3156805,-71.0985616,Park,square,point_of_interest; establishment,OPERATIONAL,1
ChIJ1_kTYImB44kRYGIHvdVxKWc,The Boston Flower & Garden Show,42.3513885,-71.0404837,Park,garden,point_of_interest; establishment,CLOSED_TEMPORARILY,109
ChIJ102QR0J344kRgpn2S8L4F5c,Flagstaff Park,42.3757873,-71.1188267,Park,park,park; point_of_interest; establishment,OPERATIONAL,3
ChIJ11bPB3h844kR39cHomioD6o,"Dorchester Park, Adams Street entrance",42.276931,-71.06097,Park,park,park; point_of_interest; establishment,OPERATIONAL,8
ChIJ11K8pklw44kRpw9E6_iIL_g,Day Square Liquors,42.3789393,-71.0286431,Park,square,liquor_store; point_of_interest; store; establishment,OPERATIONAL,31
ChIJ12uCYjJ444kR6ePTLi-3K9E,Brighton Landing Cafe,42.35767360000001,-71.1465225,Social Business,cafe,cafe; food; point_of_interest; establishment,OPERATIONAL,7
ChIJ12YN9rF744kRjVLD6tnqM6g,Kane's Square Physical Therapy,42.3105078,-71.0618837,Park,square,physiotherapist; health; point_of_interest; establishment,OPERATIONAL,1
ChIJ13PMghR644kR1suy8PkVBgA,Reality Church Boston,42.3526225,-71.0723869,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,17
ChIJ13U_NIB744kRoYAgM1j4m_A,Elmhurst Street Park,42.2892786,-71.0764355,Park,park,park; point_of_interest; establishment,OPERATIONAL,0
ChIJ13zX34h544kRz4a7IctnVAk,Franklin Square House Day Care,42.33333409999999,-71.10156789999999,Park,square,point_of_interest; establishment,OPERATIONAL,1
ChIJ15DVyJZ444kR0J211XmSfo0,Chestnut Hill Square,42.3191657,-71.1755462,Park,square,shopping_mall; restaurant; food; point_of_interest; clothing_store; store; establishment,OPERATIONAL,1275
ChIJ16fsdcB-44kR_Ask01RaEeg,True Vine Evangel Ministries,42.2695278,-71.1214985,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ18-RbXxx44kRwR0Drjtivf0,Nueva Vida UMC,42.3925847,-71.0330209,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ182Hf61544kRZ3cExR5WoTU,Washington Square,42.3386006,-71.1363106,Park,square,town_square,NA,NA
ChIJ19iRyEd744kR_G3lKNUHSuw,Thomas J Butler Memorial Park,42.3384881,-71.0273629,Park,park,tourist_attraction; park; point_of_interest; establishment,OPERATIONAL,16
ChIJ19uRLcF744kROo3b2kvk1xE,Cornerstone Pizza Cafe,42.2994111,-71.073206,Social Business,cafe,restaurant; food; point_of_interest; establishment,OPERATIONAL,52
ChIJ1aWE6fN-44kRPaiWIi9isHU,Schempa Square,42.2555328,-71.1259555,Park,park,park; point_of_interest; establishment,OPERATIONAL,0
ChIJ1aWE6fN-44kRPaiWIi9isHU,Schempa Square,42.2555328,-71.1259555,Park,square,park; point_of_interest; establishment,OPERATIONAL,0
ChIJ1ayWUz5644kR0Ej-t8P0-Ak,Congregación León de Judá,42.334454,-71.07677199999999,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,79
ChIJ1cJicDl644kRsUY8rw7dQ2s,Bahai Centre,42.3301285,-71.0786957,Place of Worship,place of worship,place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ1dP4IYJ544kRmf1YveWVTX0,Dunkin',42.3230695,-71.1038192,Social Business,cafe,bakery; meal_takeaway; cafe; restaurant; food; point_of_interest; store; establishment,OPERATIONAL,259
ChIJ1eG6vYZw44kR80aWJRTe40w,One Liberty Square,42.3575606,-71.0547381,Park,square,point_of_interest; establishment,OPERATIONAL,6
ChIJ1ek-341544kRUvGptaZNMlE,Church Kendra L,42.3376889,-71.1073274,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ1eUE7kB444kRqOXAm2mMLiw,Washington St @ Oak Square Ave,42.349897,-71.164524,Park,square,transit_station; point_of_interest; establishment,OPERATIONAL,0
ChIJ1QWu0bqc44kRCuBNiE9_B2g,Square 1 Bank,42.3552335,-71.0525425,Park,square,bank; finance; point_of_interest; establishment,OPERATIONAL,0
ChIJ1SAkZgZy44kRKmfUE4eJHcA,Public Works Department-City Yard,42.4264581,-71.0065525,Community Space,city hall,local_government_office; point_of_interest; establishment,OPERATIONAL,3
ChIJ1SGhSzhu44kRsBUjpqubgQM,Winthrop Highlands,42.3878711,-70.97501799999999,Park,park,park; point_of_interest; establishment,OPERATIONAL,14
ChIJ1TQzQmx-44kR94RGixjcjkA,Louis R Levin Memorial Library,42.2406763,-71.11481119999999,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,1
ChIJ1TQzQmx-44kRAdlkn_yqApM,Curry College Bookstore,42.2382287,-71.116311,Social Business,bookstore,book_store; point_of_interest; store; establishment,OPERATIONAL,22
ChIJ1U2AlMV744kRTPWr9S357J4,Grove Hall Branch of the Boston Public Library,42.3079636,-71.08114139999999,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,24
ChIJ1V_7Gppw44kRC_Em1X6ZuiE,Treadwell Virtual Library,42.367875,-71.064953,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,0
ChIJ1V9r5Gt544kRbPz0Fv97N6I,Curtis Hall Community Center,42.3088585,-71.11513719999999,Community Space,community center,point_of_interest; establishment,OPERATIONAL,151
ChIJ1V9r5Gt544kRutxQkmcdj0o,Jamaica Plain Regional Office,42.3089609,-71.1151173,Community Space,city hall,local_government_office; point_of_interest; establishment,OPERATIONAL,2
ChIJ1Vwx1sd744kRi05xSF0AhZ0,Deliverence Temple Church of God,42.3077365,-71.0760583,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,16
ChIJ1w2cYch544kRrK1WL2NCWrc,Starbucks,42.34846599999999,-71.134132,Social Business,cafe,cafe; restaurant; food; point_of_interest; store; establishment,OPERATIONAL,305
ChIJ1wEQt49w44kRCsnNGXzFMJM,Concord Fountain,42.3640075,-71.0599445,Park,fountain,point_of_interest; establishment,OPERATIONAL,0
ChIJ1wHpdMB744kRVVQmi-NZE3s,"Church of God, Bethel of Boston",42.2992043,-71.07377869999999,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,1
ChIJ1WMm5Ht544kRGRcXu97_2vM,Stony Brook Park,42.2615336,-71.13638870000001,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,22
ChIJ1WobzDx744kRUCGZk-9lrn8,Elm Hill Park,42.3128696,-71.08294409999999,Park,park,park; point_of_interest; establishment,OPERATIONAL,0
ChIJ1wsNMlF344kRrNy_Mr-jsQE,Cambridge Community Learning Center,42.3653603,-71.1054482,Community Space,community center,health; point_of_interest; establishment,OPERATIONAL,21
ChIJ1WzipoRw44kRwZ86TQ13Rus,Ethiopian Evangelical Church,42.3264102,-71.0873166,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,18
ChIJ1X6X0i9_44kRx362_Y6XB3I,The Glorious Church of Jesus Christ,42.2727204,-71.1079242,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,4
ChIJ1XE0nKV344kRHqJ-YAtka0c,Harvard Coop,42.3797203,-71.1195699,Social Business,bookstore,book_store; point_of_interest; store; establishment,OPERATIONAL,20
ChIJ1Xp8QmB744kRRy1wtH6bLsk,Dunkin',42.2710921,-71.026673,Social Business,cafe,bakery; meal_takeaway; cafe; restaurant; food; point_of_interest; store; establishment,OPERATIONAL,136
ChIJ1Xpfc2Z744kRD47Xf4i6pEI,Welcome Young Playground,42.2798964,-71.03176210000001,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,59
ChIJ1Z_kiNhw44kR_N1Eujz2hgA,Cambridge Health Alliance - Assembly Square Tent,42.3930126,-71.0819011,Park,square,health; point_of_interest; establishment,OPERATIONAL,18
ChIJ1ZTT6kJ344kRPNF5Mz-GwRY,&pizza - Harvard Square,42.3735743,-71.1195647,Park,square,restaurant; food; point_of_interest; establishment,OPERATIONAL,87
ChIJ2-6Qa7Nv44kRI5Om_N3-ugo,Antiquarian Books of Boston,42.3741967,-70.9707244,Social Business,bookstore,book_store; point_of_interest; store; establishment,OPERATIONAL,1
ChIJ2-LSPe1744kRl8sSa9vAvDo,Codman Square,42.2898176,-71.0750332,Park,square,neighborhood; political,NA,NA
ChIJ2-VOexdx44kRKpmQIKddAYQ,The Home Depot,42.39761680000001,-71.0697493,Park,fountain,hardware_store; furniture_store; home_goods_store; point_of_interest; store; establishment,OPERATIONAL,771
ChIJ20cq-PNw44kR2aPg3H_7OQs,City of Boston,42.3750881,-71.0558786,Community Space,city hall,local_government_office; point_of_interest; establishment,OPERATIONAL,1
ChIJ2165dxRx44kR2z5tG-14ojM,Glendale Christian Lighthouse Church,42.3959086,-71.02825419999999,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ238ymKR744kRB119fG7lqw8,Dot Cafe,42.300982,-71.060209,Social Business,cafe,cafe; restaurant; food; point_of_interest; establishment,OPERATIONAL,143
ChIJ25L83fx544kRiuWNvWYdSLA,Old Morse Park,42.3580328,-71.10780849999999,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,67
ChIJ26pDVstv44kRL8--1sVCc2Q,Metcalf Square,42.3772888,-70.9843072,Park,square,park; point_of_interest; establishment,OPERATIONAL,10
ChIJ28aOOOiB44kRFX4QxRA-IyU,Highrock Covenant Church - MetroWest,42.2835296,-71.2062766,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,13
ChIJ28I_0ox-44kRwXNLDE84if4,Cleary Square Eyecare,42.2555388,-71.1210211,Park,square,health; point_of_interest; store; establishment,OPERATIONAL,33
ChIJ29N3qP9544kRiIo3XWvpU_s,Shubow Park,42.3403073,-71.15205929999999,Park,park,park; point_of_interest; establishment,OPERATIONAL,0
ChIJ2dI5NLt_44kR70RMmXjUWGs,Stone Park,42.2458856,-71.1621186,Park,park,park; point_of_interest; establishment,OPERATIONAL,1
ChIJ2RM5OmVx44kR92Z2tSKEBxs,Meadows Park,42.4060759,-71.0592509,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,41
ChIJ2S9jqXJ844kRhra1YFyAvmE,Coffee Break Cafe,42.2693837,-71.0729406,Social Business,cafe,cafe; food; point_of_interest; store; establishment,OPERATIONAL,109
ChIJ2SmQq_V744kRQhsj0j_nDTg,OUTDOOR CHURCH; Thursdays 6pm,42.34430750000001,-71.0619438,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,0
ChIJ2TgQ4Ct_44kRf4vZniz8Ahc,BCYF Roche Community Center,42.2869464,-71.14931419999999,Community Space,community center,point_of_interest; establishment,CLOSED_TEMPORARILY,22
ChIJ2UrMTMxv44kR4qJ8bppHq5U,Winthrop Book Depot,42.3749783,-70.98739669999999,Social Business,bookstore,book_store; point_of_interest; store; establishment,OPERATIONAL,41
ChIJ2Vq1Anh544kRhQO4Ho_qWXQ,Ethiopian Cafe,42.3223843,-71.109111,Social Business,cafe,restaurant; food; point_of_interest; establishment,OPERATIONAL,148
ChIJ2WeE6nd644kRBsjMC3gkmis,Chinatown Branch of the Boston Public Library,42.3521501,-71.0627946,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,10
ChIJ2Wr7mYFw44kR5N8EyoBnNQQ,Rose Kennedy Greenway,42.3534289,-71.0545619,Park,square,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,580
ChIJ2WRb1jdx44kRr4Pzr8gJgLA,Cosmo & Dominic Camelio Square,42.3685208,-71.08767929999999,Park,square,point_of_interest; establishment,OPERATIONAL,1
ChIJ2Wx_-5l_44kRHpggOI_HJAo,本地图书馆,42.2856511,-71.1286063,Community Space,library,library; point_of_interest; establishment,OPERATIONAL,0
ChIJ2XF1fFpw44kRbAQ6QcSwDYQ,Central Square,42.3771315,-71.04011950000002,Park,square,neighborhood; political,NA,NA
ChIJ2xsOJghx44kRSyFy-_Qcyi4,Assembly of God Salvation,42.4001566,-71.0500952,Place of Worship,place of worship,church; place_of_worship; point_of_interest; establishment,OPERATIONAL,3
ChIJ3_b7-aRw44kRU_ivvKHqVV4,Kendall Square Association,42.3637375,-71.0817428,Park,square,point_of_interest; establishment,OPERATIONAL,1
ChIJ3_j9gbVx44kRw4YpXlIcDbE,Highland Park,42.3872222,-71.02638890000001,Park,park,park; tourist_attraction; point_of_interest; establishment,OPERATIONAL,130
